episode,frame,ep_reward,success,intrinsic_bonus,total_shaped_reward,visit_count,steps_in_episode
0,40,0.0,0,0.7071067811865475,0.0070710678118654745,0,40
1,52,0.0,0,0.5,0.005,0,12
2,205,0.0,0,0.7071067811865475,0.0070710678118654745,0,153
3,263,0.0,0,0.3333333333333333,0.003333333333333333,0,58
4,352,0.0,0,0.4082482904638631,0.004082482904638631,0,89
5,431,0.0,0,0.4472135954999579,0.00447213595499958,0,79
6,627,0.0,0,0.2886751345948129,0.0028867513459481294,12,196
7,769,0.0,0,0.7071067811865475,0.0070710678118654745,0,142
8,946,0.0,0,1.0,0.01,0,177
9,1039,0.0,0,0.1889822365046136,0.001889822365046136,0,93
10,1205,0.0,0,1.0,0.01,0,166
11,1301,0.0,0,0.3779644730092272,0.003779644730092272,0,96
12,1350,0.0,0,0.2672612419124244,0.002672612419124244,0,49
13,1379,0.0,0,0.4472135954999579,0.00447213595499958,0,29
14,1411,0.0,0,0.7071067811865475,0.0070710678118654745,0,32
15,1447,0.0,0,0.15811388300841897,0.0015811388300841897,0,36
16,1454,0.0,0,0.3779644730092272,0.003779644730092272,0,7
17,1493,0.0,0,0.23570226039551587,0.0023570226039551587,0,39
18,1497,0.0,0,0.7071067811865475,0.0070710678118654745,0,4
19,1649,0.0,0,0.4082482904638631,0.004082482904638631,0,152
20,1703,0.0,0,0.4472135954999579,0.00447213595499958,0,54
21,1759,0.0,0,0.23570226039551587,0.0023570226039551587,0,56
22,1800,0.0,0,0.24253562503633297,0.00242535625036333,0,41
23,1847,0.0,0,0.35355339059327373,0.0035355339059327372,0,47
24,1983,0.0,0,0.4082482904638631,0.004082482904638631,0,136
25,1992,0.0,0,0.31622776601683794,0.0031622776601683794,0,9
26,2111,0.0,0,0.31622776601683794,0.0031622776601683794,0,119
27,2307,0.0,0,0.31622776601683794,0.0031622776601683794,10,196
28,2343,0.0,0,1.0,0.01,0,36
29,2527,0.0,0,0.3779644730092272,0.003779644730092272,0,184
30,2629,0.0,0,0.4082482904638631,0.004082482904638631,0,102
31,2786,0.0,0,0.30151134457776363,0.0030151134457776364,0,157
32,2850,0.0,0,0.35355339059327373,0.0035355339059327372,0,64
33,2960,0.0,0,0.4082482904638631,0.004082482904638631,0,110
34,3028,0.0,0,0.3779644730092272,0.003779644730092272,0,68
35,3079,0.0,0,0.35355339059327373,0.0035355339059327372,0,51
36,3189,0.0,0,0.17407765595569785,0.0017407765595569785,0,110
37,3286,0.0,0,0.13245323570650439,0.0013245323570650438,0,97
38,3296,0.0,0,1.0,0.01,0,10
39,3468,0.0,0,0.2886751345948129,0.0028867513459481294,0,172
40,3497,0.0,0,0.2182178902359924,0.002182178902359924,0,29
41,3585,0.0,0,0.5773502691896258,0.005773502691896259,0,88
42,3627,0.0,0,0.24253562503633297,0.00242535625036333,0,42
43,3729,0.0,0,0.35355339059327373,0.0035355339059327372,0,102
44,3925,0.0,0,0.30151134457776363,0.0030151134457776364,11,196
45,4121,0.0,0,0.10153461651336192,0.001015346165133619,97,196
46,4317,0.0,0,0.20851441405707477,0.002085144140570748,23,196
47,4413,0.0,0,0.31622776601683794,0.0031622776601683794,0,96
48,4512,0.0,0,0.1889822365046136,0.001889822365046136,0,99
49,4587,0.0,0,0.15249857033260467,0.0015249857033260467,0,75
50,4649,0.0,0,0.15249857033260467,0.0015249857033260467,0,62
51,4703,0.0,0,0.5773502691896258,0.005773502691896259,0,54
52,4780,0.0,0,1.0,0.01,0,77
53,4824,0.0,0,0.31622776601683794,0.0031622776601683794,0,44
54,5020,0.0,0,0.2773500981126146,0.002773500981126146,13,196
55,5168,0.0,0,0.4472135954999579,0.00447213595499958,0,148
56,5291,0.0,0,0.3779644730092272,0.003779644730092272,0,123
57,5487,0.0,0,0.30151134457776363,0.0030151134457776364,11,196
58,5683,0.0,0,0.22360679774997896,0.00223606797749979,9,196
59,5692,0.0,0,0.2672612419124244,0.002672612419124244,0,9
60,5888,0.0,0,0.17407765595569785,0.0017407765595569785,28,196
61,5987,0.0,0,0.5773502691896258,0.005773502691896259,0,99
62,5992,0.0,0,0.2581988897471611,0.002581988897471611,0,5
63,6088,0.0,0,0.24253562503633297,0.00242535625036333,0,96
64,6106,0.0,0,0.19245008972987526,0.0019245008972987527,0,18
65,6302,0.0,0,0.3333333333333333,0.003333333333333333,9,196
66,6498,0.0,0,0.5773502691896258,0.005773502691896259,3,196
67,6538,0.0,0,0.1386750490563073,0.001386750490563073,0,40
68,6734,0.0,0,0.30151134457776363,0.0030151134457776364,11,196
69,6875,0.0,0,0.14285714285714285,0.0014285714285714286,0,141
70,7051,0.0,0,0.13483997249264842,0.0013483997249264842,0,176
71,7064,0.0,0,0.25,0.0025,0,13
72,7110,0.0,0,0.16012815380508713,0.0016012815380508714,0,46
73,7148,0.0,0,0.20412414523193154,0.0020412414523193153,0,38
74,7185,0.0,0,0.17677669529663687,0.0017677669529663686,0,37
75,7335,0.0,0,0.13245323570650439,0.0013245323570650438,0,150
76,7402,0.0,0,0.14907119849998599,0.00149071198499986,0,67
77,7598,0.0,0,0.25,0.0025,50,196
78,7701,0.0,0,0.11704114719613057,0.0011704114719613056,0,103
79,7897,0.0,0,0.2581988897471611,0.002581988897471611,15,196
80,7933,0.0,0,0.17407765595569785,0.0017407765595569785,0,36
81,7935,0.0,0,0.17149858514250882,0.0017149858514250882,0,2
82,7945,0.0,0,0.3333333333333333,0.003333333333333333,0,10
83,7946,0.0,0,0.11624763874381928,0.0011624763874381928,0,1
84,7951,0.0,0,0.17149858514250882,0.0017149858514250882,0,5
85,8025,0.0,0,0.2672612419124244,0.002672612419124244,0,74
86,8119,0.0,0,0.12803687993289598,0.0012803687993289598,0,94
87,8175,0.0,0,0.4082482904638631,0.004082482904638631,0,56
88,8239,0.0,0,0.12403473458920847,0.0012403473458920847,0,64
89,8243,0.0,0,0.1270001270001905,0.0012700012700019052,0,4
90,8439,0.0,0,0.21320071635561041,0.002132007163556104,22,196
91,8626,0.0,0,0.20851441405707477,0.002085144140570748,0,187
92,8710,0.0,0,0.11867816581938533,0.0011867816581938532,0,84
93,8802,0.0,0,0.23570226039551587,0.0023570226039551587,0,92
94,8968,0.0,0,0.11547005383792514,0.0011547005383792514,0,166
95,9161,0.0,0,0.35355339059327373,0.0035355339059327372,0,193
96,9166,0.0,0,0.14002800840280097,0.0014002800840280097,0,5
97,9335,0.0,0,0.1270001270001905,0.0012700012700019052,0,169
98,9380,0.0,0,0.1111111111111111,0.0011111111111111111,0,45
99,9400,0.0,0,0.11396057645963795,0.0011396057645963794,0,20
100,9404,0.0,0,0.1336306209562122,0.001336306209562122,0,4
101,9547,0.0,0,0.11043152607484653,0.0011043152607484654,0,143
102,9555,0.0,0,0.1091089451179962,0.001091089451179962,0,8
103,9566,0.0,0,0.23570226039551587,0.0023570226039551587,0,11
104,9578,0.0,0,0.1643989873053573,0.001643989873053573,0,12
105,9587,0.0,0,0.15617376188860607,0.0015617376188860608,0,9
106,9624,0.0,0,0.09950371902099892,0.000995037190209989,0,37
107,9820,0.0,0,0.08512565307587486,0.0008512565307587486,53,196
