episode,frame,ep_reward,success,intrinsic_bonus,total_shaped_reward,visit_count,steps_in_episode
0,144,0.0,0,0.1322236819220245,0.0013222368192202449,18,144
1,212,0.575,1,0.199526231496888,0.5769952623149688,0,68
2,228,0.9,1,0.18664876487807674,0.9018664876487807,0,16
3,293,0.59375,1,1.0,0.60375,0,65
4,437,0.0,0,0.32413131933855255,0.0032413131933855255,5,144
5,581,0.0,0,0.17561965827870596,0.0017561965827870597,16,144
6,725,0.0,0,0.13762133139302657,0.0013762133139302657,17,144
7,783,0.6375,1,0.12282280261157905,0.6387282280261157,0,58
8,825,0.7375,1,0.10221594695789055,0.738522159469579,0,42
9,896,0.5562499999999999,1,0.09247303715573939,0.5571747303715573,0,71
10,1040,0.0,0,0.09469376873663722,0.0009469376873663723,29,144
11,1080,0.75,1,0.18664876487807674,0.7518664876487807,0,40
12,1224,0.0,0,0.13762133139302657,0.0013762133139302657,40,144
13,1357,0.16874999999999996,1,0.11489579206868651,0.16989895792068682,0,133
14,1501,0.0,0,0.05900483510605168,0.0005900483510605168,57,144
15,1574,0.54375,1,0.09037468869152207,0.5446537468869151,0,73
16,1696,0.23750000000000004,1,0.08139322365509784,0.23831393223655103,0,122
17,1740,0.725,1,0.07695817763447613,0.7257695817763448,0,44
18,1884,0.0,0,0.11137571748460057,0.0011137571748460057,23,144
19,1902,0.8875,1,0.06753540357499276,0.8881753540357499,0,18
20,2046,0.0,0,0.05059634624316845,0.0005059634624316845,71,144
21,2103,0.64375,1,0.08838834764831845,0.6446338834764832,0,57
22,2210,0.33124999999999993,1,0.08650480711310612,0.332115048071131,0,107
23,2354,0.0,0,0.07695817763447613,0.0007695817763447612,39,144
24,2381,0.83125,1,0.060498710412842306,0.8318549871041284,0,27
25,2428,0.70625,1,0.05563214654517669,0.7068063214654519,0,47
26,2447,0.88125,1,0.053822101429815784,0.8817882210142981,0,19
27,2581,0.16249999999999998,1,0.05269235851974175,0.1630269235851974,0,134
28,2648,0.58125,1,0.051618530475584304,0.5817661853047559,0,67
29,2680,0.8,1,0.05110123215532309,0.8005110123215533,0,32
30,2811,0.18125000000000002,1,0.05010340629355349,0.18175103406293555,0,131
31,2887,0.5249999999999999,1,0.049621969551890265,0.5254962196955189,0,76
32,2897,0.9375,1,0.04915161544677542,0.9379915161544677,0,10
33,2930,0.79375,1,0.04824257552337117,0.7942324257552337,0,33
34,2991,0.61875,1,0.04780314745576538,0.6192280314745576,0,61
35,3052,0.61875,1,0.046952750251964034,0.6192195275025196,0,61
36,3064,0.925,1,0.046541139165901746,0.925465411391659,0,12
37,3113,0.69375,1,0.0743106910951118,0.6944931069109511,0,49
38,3257,0.0,0,0.12282280261157905,0.0012282280261157906,37,144
39,3272,0.90625,1,0.04613818294872287,0.9067113818294872,0,15
40,3307,0.78125,1,0.06753540357499276,0.7819253540357499,0,35
41,3451,0.0,0,0.06467270065773575,0.0006467270065773575,50,144
42,3519,0.575,1,0.0665474063644824,0.5756654740636448,0,68
43,3549,0.8125,1,0.04535710585693648,0.8129535710585694,0,30
44,3627,0.5125,1,0.0449784515119188,0.5129497845151192,0,78
45,3681,0.6625,1,0.044243663860348344,0.6629424366386034,0,54
46,3704,0.85625,1,0.04388706351593987,0.8566888706351593,0,23
