episode,frame,ep_reward,success,intrinsic_bonus,total_shaped_reward,visit_count,steps_in_episode
0,32,0.0,0,1.0,0.01,1,32
1,61,0.1,1,0.7071067811865475,0.10707106781186548,0,29
2,90,0.1,1,0.5,0.10500000000000001,0,29
3,122,0.0,0,0.7071067811865475,0.0070710678118654745,2,32
4,154,0.0,0,0.4082482904638631,0.004082482904638631,6,32
5,186,0.0,0,0.17677669529663687,0.0017677669529663686,32,32
6,194,0.1,1,0.31622776601683794,0.10316227766016839,0,8
7,226,0.0,0,0.2182178902359924,0.002182178902359924,21,32
8,258,0.0,0,0.2886751345948129,0.0028867513459481294,20,32
9,290,0.0,0,0.21320071635561041,0.002132007163556104,33,32
10,322,0.0,0,1.0,0.01,1,32
11,340,0.1,1,0.25,0.10250000000000001,0,18
12,372,0.0,0,0.3333333333333333,0.003333333333333333,9,32
13,404,0.0,0,0.7071067811865475,0.0070710678118654745,2,32
14,417,0.1,1,0.2182178902359924,0.10218217890235994,0,13
15,426,0.1,1,0.21320071635561041,0.10213200716355611,0,9
16,458,0.0,0,0.18257418583505536,0.0018257418583505537,30,32
17,490,0.0,0,0.10369516947304253,0.0010369516947304252,35,32
18,522,0.0,0,0.13608276348795434,0.0013608276348795435,48,32
19,554,0.0,0,0.25,0.0025,16,32
20,586,0.0,0,0.09667364890456635,0.0009667364890456636,107,32
21,618,0.0,0,0.08838834764831843,0.0008838834764831843,128,32
22,626,0.1,1,0.17677669529663687,0.10176776695296637,0,8
23,643,0.1,1,0.1643989873053573,0.10164398987305358,0,17
24,675,0.0,0,0.5773502691896258,0.005773502691896259,2,32
25,707,0.0,0,0.7071067811865475,0.0070710678118654745,2,32
26,739,0.0,0,0.35355339059327373,0.0035355339059327372,8,32
27,771,0.0,0,0.30151134457776363,0.0030151134457776364,11,32
28,803,0.0,0,0.2886751345948129,0.0028867513459481294,12,32
29,806,0.1,1,0.14586499149789456,0.10145864991497895,0,3
30,838,0.0,0,0.5,0.005,4,32
31,862,0.1,1,0.13608276348795434,0.10136082763487955,0,24
32,894,0.0,0,0.07647191129018725,0.0007647191129018725,171,32
