episode,frame,ep_reward,success,intrinsic_bonus,total_shaped_reward,visit_count,steps_in_episode
0,100,0.0,0,0.09090909090909091,0.0009090909090909091,11,100
1,200,0.0,0,0.3333333333333333,0.003333333333333333,3,100
2,300,0.0,0,0.045454545454545456,0.00045454545454545455,22,100
3,400,0.0,0,1.0,0.01,1,100
4,500,0.0,0,0.3333333333333333,0.003333333333333333,0,100
5,600,0.0,0,0.08333333333333333,0.0008333333333333333,12,100
6,604,0.964,1,0.3333333333333333,0.9673333333333333,0,4
7,704,0.0,0,0.25,0.0025,0,100
8,804,0.0,0,0.125,0.00125,8,100
9,904,0.0,0,0.5,0.005,1,100
10,1004,0.0,0,0.16666666666666666,0.0016666666666666666,6,100
11,1104,0.0,0,0.2,0.002,1,100
12,1204,0.0,0,0.14285714285714285,0.0014285714285714286,7,100
13,1304,0.0,0,0.1111111111111111,0.0011111111111111111,9,100
14,1404,0.0,0,0.1,0.001,9,100
15,1504,0.0,0,0.3333333333333333,0.003333333333333333,0,100
16,1604,0.0,0,0.125,0.00125,8,100
17,1704,0.0,0,0.058823529411764705,0.0005882352941176471,17,100
18,1804,0.0,0,0.1111111111111111,0.0011111111111111111,9,100
19,1904,0.0,0,1.0,0.01,0,100
20,2004,0.0,0,0.125,0.00125,8,100
21,2104,0.0,0,0.125,0.00125,8,100
22,2204,0.0,0,0.07142857142857142,0.0007142857142857143,14,100
23,2304,0.0,0,1.0,0.01,0,100
24,2404,0.0,0,0.2,0.002,0,100
25,2504,0.0,0,0.25,0.0025,4,100
26,2604,0.0,0,1.0,0.01,0,100
27,2704,0.0,0,1.0,0.01,1,100
28,2804,0.0,0,0.5,0.005,2,100
29,2904,0.0,0,1.0,0.01,0,100
30,3004,0.0,0,1.0,0.01,1,100
31,3104,0.0,0,0.3333333333333333,0.003333333333333333,3,100
32,3204,0.0,0,0.5,0.005,2,100
33,3304,0.0,0,0.5,0.005,4,100
34,3404,0.0,0,0.125,0.00125,8,100
35,3504,0.0,0,1.0,0.01,1,100
36,3604,0.0,0,0.5,0.005,8,100
37,3704,0.0,0,0.5,0.005,2,100
38,3804,0.0,0,0.5,0.005,0,100
39,3904,0.0,0,0.25,0.0025,4,100
40,4004,0.0,0,0.25,0.0025,5,100
41,4104,0.0,0,0.5,0.005,2,100
42,4204,0.0,0,0.1,0.001,10,100
43,4304,0.0,0,0.3333333333333333,0.003333333333333333,2,100
44,4404,0.0,0,1.0,0.01,1,100
45,4504,0.0,0,0.16666666666666666,0.0016666666666666666,6,100
46,4604,0.0,0,0.125,0.00125,8,100
47,4704,0.0,0,1.0,0.01,1,100
48,4804,0.0,0,0.2,0.002,5,100
49,4904,0.0,0,1.0,0.01,1,100
50,5004,0.0,0,0.25,0.0025,4,100
51,5104,0.0,0,0.25,0.0025,4,100
52,5204,0.0,0,1.0,0.01,14,100
53,5304,0.0,0,0.5,0.005,2,100
54,5404,0.0,0,0.16666666666666666,0.0016666666666666666,6,100
55,5504,0.0,0,0.3333333333333333,0.003333333333333333,0,100
